ImageName,AverageIntensity
1000001125-cropping.jpg,46
1000001126-cropping.jpg,156
1000001127-cropping.jpg,166
1000001128-cropping.jpg,163.333333333333
Photo20250606161858-cropping.jpg,112.333333333333
