Image Index,ROI1 Blue Intensity LOWESS,ROI2 Blue Intensity LOWESS,ROI3 Blue Intensity LOWESS,ROI4 Blue Intensity LOWESS,ROI5 Blue Intensity LOWESS,R1,R2,ROI3 Blue Intensity LOWESS,R4,R5,,,,,
411,121.2225165,111.6605544,103.2470192,98.23494715,81.57980264,100.6478265,104.8331154,103.2470192,93.59593015,70.18311264,,,,,
412,121.2127402,111.6599644,103.2901395,98.51460728,81.92104726,100.6380502,104.8325254,103.2901395,93.87559028,70.52435726,,,,,
413,121.2027527,111.6587028,103.3305449,98.78876497,82.26058723,100.6280627,104.8312638,103.3305449,94.14974797,70.86389723,,,,,
414,121.1925572,111.6567699,103.3683689,99.05733088,82.5983509,100.6178672,104.8293309,103.3683689,94.41831388,71.2016609,,,,,
415,121.1821493,111.6541601,103.4037342,99.32021589,82.93426125,100.6074593,104.8267211,103.4037342,94.68119889,71.53757125,,,,,
416,121.1715338,111.6508768,103.4367705,99.57733387,83.26824993,100.5968438,104.8234378,103.4367705,94.93831687,71.87155993,,,,,
417,121.1607179,111.6469254,103.4676086,99.8285947,83.60024422,100.5860279,104.8194864,103.4676086,95.1895777,72.20355422,,,,,
418,121.1497042,111.6423075,103.4963686,100.0739049,83.93016749,100.5750142,104.8148685,103.4963686,95.4348879,72.53347749,,,,,
419,121.1385043,111.6370336,103.5231761,100.3131747,84.25795316,100.5638143,104.8095946,103.5231761,95.67415774,72.86126316,,,,,
420,121.1271226,111.6311082,103.548141,100.546315,84.58352964,100.5524326,104.8036692,103.548141,95.90729804,73.18683964,,,,,
421,121.1155555,111.6245288,103.5713567,100.7732365,84.90681992,100.5408655,104.7970898,103.5713567,96.13421947,73.51012992,,,,,
422,121.1037987,111.6172929,103.5929139,100.9938488,85.22774371,100.5291087,104.7898539,103.5929139,96.35483181,73.83105371,,,,,
423,121.0918414,111.6093916,103.6128891,101.208065,85.54622049,100.5171514,104.7819526,103.6128891,96.56904803,74.14953049,,,,,
424,121.0796768,111.600821,103.6313543,101.4158093,85.86218242,100.5049868,104.773382,103.6313543,96.7767923,74.46549242,,,,,
425,121.0673046,111.5915835,103.6483861,101.6170123,86.17556667,100.4926146,104.7641445,103.6483861,96.97799526,74.77887667,,,,,
426,121.0547283,111.5816868,103.6640582,101.8116197,86.48632519,100.4800383,104.7542478,103.6640582,97.17260268,75.08963519,,,,,
427,121.0419535,111.5711424,103.6784415,101.9995902,86.79442256,100.4672635,104.7437034,103.6784415,97.36057315,75.39773256,,,,,
428,121.0289864,111.5599631,103.6916067,102.1808883,87.0998203,100.4542964,104.7325241,103.6916067,97.54187131,75.7031303,,,,,
429,121.0158279,111.5481561,103.7036129,102.355491,87.40247765,100.4411379,104.7207171,103.7036129,97.71647396,76.00578765,,,,,
430,121.0024801,111.5357302,103.7145153,102.5233924,87.70236335,100.4277901,104.7082912,103.7145153,97.88437545,76.30567335,,,,,
431,120.9889468,111.5226956,103.7243689,102.684597,87.99944389,100.4142568,104.6952566,103.7243689,98.04558003,76.60275389,,,,,
432,120.975225,111.5090553,103.733216,102.8391222,88.29368415,100.400535,104.6816163,103.733216,98.20010517,76.89699415,,,,,
433,120.9613136,111.4948143,103.7410964,102.9870054,88.58505835,100.3866236,104.6673753,103.7410964,98.34798839,77.18836835,,,,,
434,120.947212,111.4799784,103.7480495,103.1282966,88.8735383,100.372522,104.6525394,103.7480495,98.48927964,77.4768483,,,,,
435,120.9329122,111.464547,103.7541041,103.2630613,89.15909403,100.3582222,104.637108,103.7541041,98.62404427,77.76240403,,,,,
436,120.9184064,111.4485215,103.7592867,103.3913856,89.44170476,100.3437164,104.6210825,103.7592867,98.75236857,78.04501476,,,,,
437,120.9036848,111.431902,103.7636209,103.5133672,89.72134651,100.3289948,104.604463,103.7636209,98.87435019,78.32465651,,,,,
438,120.8887322,111.4146827,103.7671215,103.629119,89.99799364,100.3140422,104.5872437,103.7671215,98.99010197,78.60130364,,,,,
439,120.8735408,111.3968663,103.7698092,103.7387724,90.27162949,100.2988508,104.5694273,103.7698092,99.0997554,78.87493949,,,,,
440,120.858094,111.3784462,103.771693,103.8424719,90.54223446,100.283404,104.5510072,103.771693,99.20345487,79.14554446,,,,,
441,120.8423645,111.3594054,103.7727686,103.9403728,90.80978387,100.2676745,104.5319664,103.7727686,99.30135578,79.41309387,,,,,
442,120.8263238,111.339725,103.7730282,104.0326397,91.07424882,100.2516338,104.512286,103.7730282,99.39362274,79.67755882,,,,,
443,120.8099382,111.3193811,103.772458,104.1194466,91.33560082,100.2352482,104.4919421,103.772458,99.48042961,79.93891082,,,,,
444,120.7931854,111.298362,103.7710548,104.2009818,91.59382179,100.2184954,104.470923,103.7710548,99.5619648,80.19713179,,,,,
445,120.7760499,111.2766634,103.7688217,104.2774426,91.8488954,100.2013599,104.4492244,103.7688217,99.63842556,80.4522054,,,,,
446,120.7585215,111.2542867,103.7657664,104.3490358,92.10081691,100.1838315,104.4268477,103.7657664,99.71001875,80.70412691,,,,,
447,120.7406037,111.2312475,103.7619098,104.4159802,92.34959085,100.1659137,104.4038085,103.7619098,99.7769632,80.95290085,,,,,
448,120.7223072,111.2075697,103.7572794,104.4784996,92.59521906,100.1476172,104.3801307,103.7572794,99.83948262,81.19852906,,,,,
449,120.7036487,111.1832825,103.7519079,104.536821,92.83771009,100.1289587,104.3558435,103.7519079,99.89780399,81.44102009,,,,,
450,120.6846557,111.1584262,103.7458377,104.5911776,93.07707819,100.1099657,104.3309872,103.7458377,99.9521606,81.68038819,,,,,
451,120.6653511,111.133036,103.7391049,104.6417972,93.31333691,100.0906611,104.305597,103.7391049,100.0027802,81.91664691,,,,,
452,120.6457588,111.107148,103.7317464,104.6889037,93.54650759,100.0710688,104.279709,103.7317464,100.0498867,82.14981759,,,,,
453,120.6259119,111.0808082,103.723807,104.7327238,93.77661667,100.0512219,104.2533692,103.723807,100.0937068,82.37992667,,,,,
454,120.605837,111.0540559,103.7153254,104.7734723,94.00368875,100.031147,104.2266169,103.7153254,100.1344553,82.60699875,,,,,
455,120.5855578,111.0269273,103.7063375,104.8113523,94.2277529,100.0108678,104.1994883,103.7063375,100.1723353,82.8310629,,,,,
456,120.5650985,110.9994589,103.696879,104.8465644,94.44883052,99.99040849,104.1720199,103.696879,100.2075474,83.05214052,,,,,
457,120.5444871,110.9716909,103.6869882,104.879311,94.66693459,99.96979715,104.1442519,103.6869882,100.240294,83.27024459,,,,,
458,120.5237615,110.9436734,103.6767126,104.9098005,94.88207978,99.94907148,104.1162344,103.6767126,100.2707835,83.48538978,,,,,
459,120.5029521,110.9154482,103.6660923,104.9382236,95.09427645,99.92826213,104.0880092,103.6660923,100.2992066,83.69758645,,,,,
460,120.4820828,110.8870497,103.655161,104.9647536,95.30353262,99.90739284,104.0596107,103.655161,100.3257366,83.90684262,,,,,
461,120.4611849,110.8585189,103.6439589,104.9895648,95.50986106,99.88649488,104.0310799,103.6439589,100.3505478,84.11317106,,,,,
462,120.4402815,110.8298884,103.6325184,105.0128122,95.71327654,99.86559155,104.0024494,103.6325184,100.3737952,84.31658654,,,,,
463,120.419393,110.8011874,103.6208698,105.0346356,95.91380132,99.84470297,103.9737484,103.6208698,100.3956186,84.51711132,,,,,
464,120.3985384,110.7724445,103.6090426,105.0551697,96.11145471,99.82384842,103.9450055,103.6090426,100.4161527,84.71476471,,,,,
465,120.3777281,110.7436781,103.597057,105.0745284,96.30625684,99.80303808,103.9162391,103.597057,100.4355114,84.90956684,,,,,
466,120.3569724,110.7149058,103.5849336,105.0928139,96.49823706,99.78228242,103.8874668,103.5849336,100.4537969,85.10154706,,,,,
467,120.3362849,110.6861481,103.5726954,105.1101264,96.68742606,99.76159491,103.8587091,103.5726954,100.4711094,85.29073606,,,,,
468,120.315679,110.6574235,103.560365,105.1265551,96.87386454,99.74098896,103.8299845,103.560365,100.4875381,85.47717454,,,,,
469,120.2951689,110.6287508,103.5479671,105.1421801,97.05760301,99.72047888,103.8013118,103.5479671,100.5031631,85.66091301,,,,,
470,120.2747698,110.6001499,103.5355272,105.157079,97.23869164,99.70007979,103.7727109,103.5355272,100.518062,85.84200164,,,,,
471,120.2544949,110.5716379,103.5230691,105.1713196,97.41718511,99.67980495,103.7441989,103.5230691,100.5323026,86.02049511,,,,,
472,120.2343555,110.5432289,103.5106132,105.1849643,97.59313496,99.65966551,103.7157899,103.5106132,100.5459473,86.19644496,,,,,
473,120.2143543,110.5149281,103.4981725,105.1980605,97.76659085,99.63966431,103.6874891,103.4981725,100.5590435,86.36990085,,,,,
474,120.1944913,110.486738,103.4857576,105.2106456,97.93760833,99.61980126,103.659299,103.4857576,100.5716286,86.54091833,,,,,
475,120.1747634,110.4586585,103.4733763,105.2227513,98.10624027,99.60007336,103.6312195,103.4733763,100.5837343,86.70955027,,,,,
476,120.1551596,110.430681,103.4610289,105.2343969,98.27253599,99.58046959,103.603242,103.4610289,100.5953799,86.87584599,,,,,
477,120.1356756,110.4028034,103.4487225,105.2456054,98.43655061,99.5609856,103.5753644,103.4487225,100.6065884,87.03986061,,,,,
478,120.11631,110.3750262,103.4364665,105.2563999,98.59833884,99.54162005,103.5475872,103.4364665,100.6173829,87.20164884,,,,,
479,120.0970698,110.3473583,103.4242784,105.2668084,98.75796064,99.52237975,103.5199193,103.4242784,100.6277914,87.36127064,,,,,
480,120.0779622,110.3198087,103.4121763,105.2768576,98.91547222,99.50327217,103.4923697,103.4121763,100.6378406,87.51878222,,,,,
481,120.0589874,110.2923787,103.400171,105.2865659,99.07092237,99.48429744,103.4649397,103.400171,100.6475489,87.67423237,,,,,
482,120.0401527,110.2650756,103.3882797,105.2959565,99.22436406,99.46546268,103.4376366,103.3882797,100.6569395,87.82767406,,,,,
483,120.0214609,110.2379014,103.3765149,105.3050485,99.37584256,99.44677091,103.4104624,103.3765149,100.6660315,87.97915256,,,,,
484,120.0029134,110.2108563,103.3648864,105.3138565,99.52539928,99.42822343,103.3834173,103.3648864,100.6748395,88.12870928,,,,,
485,119.9845108,110.1839399,103.3534033,105.3223938,99.67307445,99.40982084,103.3565009,103.3534033,100.6833768,88.27638445,,,,,
486,119.9662552,110.1571536,103.3420756,105.3306723,99.81890828,99.39156519,103.3297146,103.3420756,100.6916553,88.42221828,,,,,
487,119.9481481,110.1304979,103.3309127,105.3387032,99.96293844,99.37345811,103.3030589,103.3309127,100.6996862,88.56624844,,,,,
488,119.9301904,110.103972,103.3199231,105.3464972,100.1051987,99.3555004,103.276533,103.3199231,100.7074802,88.70850869,,,,,
489,119.9123815,110.0775732,103.3091135,105.3540616,100.2457195,99.33769149,103.2501342,103.3091135,100.7150446,88.84902953,,,,,
490,119.8947208,110.0512985,103.29849,105.3614041,100.3845286,99.32003078,103.2238595,103.29849,100.7223871,88.98783859,,,,,
491,119.8772171,110.0251535,103.2880667,105.3685389,100.521662,99.30252711,103.1977145,103.2880667,100.7295219,89.12497199,,,,,
492,119.8598832,109.9991478,103.2778609,105.3754813,100.6571587,99.28519321,103.1717088,103.2778609,100.7364643,89.26046874,,,,,
493,119.8427318,109.9732905,103.2678889,105.3822474,100.7910548,99.26804182,103.1458515,103.2678889,100.7432304,89.3943648,,,,,
494,119.8257743,109.9475891,103.2581644,105.3888489,100.9233862,99.25108431,103.1201501,103.2581644,100.7498319,89.52669615,,,,,
495,119.8090248,109.9220538,103.2487024,105.3952973,101.0541923,99.23433485,103.0946148,103.2487024,100.7562803,89.65750227,,,,,
496,119.7925003,109.8966967,103.2395197,105.4016068,101.1835129,99.21781028,103.0692577,103.2395197,100.7625898,89.78682286,,,,,
497,119.7762175,109.87153,103.2306321,105.4077894,101.3113881,99.2015275,103.044091,103.2306321,100.7687724,89.9146981,,,,,
498,119.7601855,109.8465584,103.2220469,105.4138502,101.437847,99.18549548,103.0191194,103.2220469,100.7748332,90.04115703,,,,,
499,119.7444111,109.8217843,103.2137685,105.4197934,101.562914,99.16972109,102.9943453,103.2137685,100.7807764,90.166224,,,,,
500,119.7288998,109.7972089,103.205799,105.4256204,101.6866121,99.15420976,102.9697699,103.205799,100.7866034,90.28992214,,,,,
501,119.7136475,109.7728239,103.1981296,105.431324,101.8089524,99.1389575,102.9453849,103.1981296,100.792307,90.41226238,,,,,
502,119.698647,109.7486174,103.1907483,105.4368958,101.9299419,99.12395698,102.9211784,103.1907483,100.7978788,90.53325187,,,,,
503,119.6838909,109.7245777,103.1836426,105.4423273,102.0495883,99.10920087,102.8971387,103.1836426,100.8033103,90.65289834,,,,,
504,119.6693694,109.7006909,103.1767973,105.4476083,102.1678959,99.09467935,102.8732519,103.1767973,100.8085913,90.7712059,,,,,
505,119.6550709,109.6769415,103.1701953,105.4527268,102.2848669,99.08038086,102.8495025,103.1701953,100.8137098,90.88817691,,,,,
506,119.6409852,109.6533155,103.1638207,105.457674,102.4005041,99.06629523,102.8258765,103.1638207,100.818657,91.00381406,,,,,
507,119.6271089,109.6298065,103.1576647,105.4624471,102.5148178,99.05241889,102.8023675,103.1576647,100.8234301,91.11812776,,,,,
508,119.6134411,109.6064118,103.1517208,105.4670452,102.6278212,99.0387511,102.7789728,103.1517208,100.8280282,91.23113121,,,,,
509,119.5999804,109.5831276,103.1459816,105.4714683,102.7395248,99.02529041,102.7556886,103.1459816,100.8324513,91.34283482,,,,,
510,119.5867212,109.5599465,103.1404359,105.4757146,102.8499335,99.01203122,102.7325075,103.1404359,100.8366976,91.45324345,,,,,
511,119.5736563,109.5368599,103.1350714,105.4797807,102.9590487,98.99896635,102.7094209,103.1350714,100.8407637,91.56235871,,,,,
512,119.5607761,109.5138574,103.1298735,105.4836624,103.0668677,98.98608609,102.6864184,103.1298735,100.8446454,91.67017775,,,,,
513,119.5480672,109.4909254,103.124824,105.4873514,103.1733838,98.97337723,102.6634864,103.124824,100.8483344,91.77669382,,,,,
514,119.5355166,109.4680506,103.1199044,105.4908389,103.2785886,98.96082665,102.6406116,103.1199044,100.8518219,91.88189855,,,,,
515,119.523109,109.4452172,103.1150945,105.4941154,103.3824711,98.94841901,102.6177782,103.1150945,100.8550984,91.98578108,,,,,
516,119.5108276,109.4224087,103.1103727,105.4971701,103.4850187,98.93613756,102.5949697,103.1103727,100.8581531,92.08832873,,,,,
517,119.4986548,109.3996088,103.1057173,105.4999916,103.5862177,98.92396479,102.5721698,103.1057173,100.8609746,92.18952767,,,,,
518,119.4865715,109.3768,103.1011051,105.5025683,103.6860528,98.91188151,102.549361,103.1011051,100.8635513,92.28936275,,,,,
519,119.4745593,109.3539668,103.0965145,105.5048891,103.7845088,98.89986933,102.5265278,103.0965145,100.8658721,92.38781882,,,,,
520,119.4626012,109.3310959,103.0919253,105.5069444,103.881572,98.88791118,102.5036569,103.0919253,100.8679274,92.48488198,,,,,
521,119.4506807,109.3081752,103.0873187,105.508726,103.9772299,98.8759907,102.4807362,103.0873187,100.869709,92.58053987,,,,,
522,119.4387859,109.2851973,103.0826801,105.5102294,104.0714748,98.86409595,102.4577583,103.0826801,100.8712124,92.6747848,,,,,
523,119.426914,109.2621643,103.0780041,105.5114588,104.1643094,98.85222402,102.4347253,103.0780041,100.8724418,92.76761941,,,,,
524,119.4150596,109.2390753,103.0732827,105.5124164,104.2557357,98.84036963,102.4116363,103.0732827,100.8733994,92.85904573,,,,,
525,119.403219,109.2159315,103.0685097,105.5131056,104.3457592,98.82852897,102.3884925,103.0685097,100.8740886,92.94906923,,,,,
526,119.391388,109.1927339,103.0636793,105.5135307,104.4343856,98.81669798,102.3652949,103.0636793,100.8745137,93.03769557,,,,,
527,119.3795605,109.1694818,103.0587835,105.513694,104.5216179,98.80487047,102.3420428,103.0587835,100.874677,93.1249279,,,,,
528,119.3677413,109.1461855,103.0538262,105.5136092,104.6074709,98.79305133,102.3187465,103.0538262,100.8745922,93.21078085,,,,,
529,119.355937,109.122857,103.048813,105.5132918,104.6919606,98.781247,102.295418,103.048813,100.8742748,93.29527065,,,,,
530,119.3441506,109.0995053,103.0437464,105.5127548,104.7751006,98.76946058,102.2720663,103.0437464,100.8737378,93.37841061,,,,,
531,119.3323954,109.0761503,103.0386395,105.5120211,104.8569141,98.75770545,102.2487113,103.0386395,100.8730041,93.4602241,,,,,
532,119.3206896,109.0528168,103.0335108,105.5111188,104.9374281,98.74599964,102.2253778,103.0335108,100.8721018,93.54073809,,,,,
533,119.3090543,109.0295332,103.0283821,105.5100781,105.0166729,98.73436432,102.2020942,103.0283821,100.8710611,93.61998291,,,,,
534,119.2975086,109.0063254,103.0232731,105.5089271,105.0946765,98.72281856,102.1788864,103.0232731,100.8699101,93.6979865,,,,,
535,119.2860598,108.9832076,103.0181923,105.5076823,105.1714543,98.71136985,102.1557686,103.0181923,100.8686653,93.77476427,,,,,
536,119.2747076,108.960185,103.0131394,105.506352,105.2470126,98.70001763,102.132746,103.0131394,100.867335,93.85032259,,,,,
537,119.2634564,108.9372672,103.0081195,105.5049491,105.321363,98.68876644,102.1098282,103.0081195,100.8659321,93.92467299,,,,,
538,119.2523036,108.9144564,103.0031297,105.5034792,105.3945084,98.67761362,102.0870174,103.0031297,100.8644622,93.99781844,,,,,
539,119.2412396,108.8917473,102.9981599,105.5019406,105.4664444,98.66654963,102.0643083,102.9981599,100.8629236,94.06975435,,,,,
540,119.2302547,108.8691344,102.9932003,105.5003328,105.5371702,98.65556468,102.0416954,102.9932003,100.8613158,94.14048024,,,,,
541,119.2193336,108.8466074,102.9882359,105.4986505,105.6066804,98.64464364,102.0191684,102.9882359,100.8596335,94.20999041,,,,,
542,119.2084693,108.824164,102.9832604,105.4968962,105.674977,98.63377934,101.996725,102.9832604,100.8578792,94.27828703,,,,,
543,119.1976535,108.8018009,102.9782663,105.4950715,105.7420601,98.62296349,101.9743619,102.9782663,100.8560545,94.34537011,,,,,
544,119.1868702,108.7795077,102.9732384,105.4931705,105.8079207,98.61218021,101.9520687,102.9732384,100.8541535,94.41123068,,,,,
545,119.1761083,108.7572787,102.9681664,105.4911917,105.8725537,98.60141828,101.9298397,102.9681664,100.8521747,94.47586375,,,,,
546,119.1653513,108.7351024,102.9630346,105.4891279,105.935948,98.59066132,101.9076634,102.9630346,100.8501109,94.53925796,,,,,
547,119.1545935,108.7129773,102.9578379,105.4869816,105.9981016,98.5799035,101.8855383,102.9578379,100.8479646,94.60141164,,,,,
548,119.1438402,108.6909126,102.9525825,105.4847654,106.0590239,98.5691502,101.8634736,102.9525825,100.8457484,94.66233387,,,,,
549,119.1330928,108.6689138,102.9472713,105.4824879,106.118719,98.55840284,101.8414748,102.9472713,100.8434709,94.72202903,,,,,
550,119.1223641,108.6469978,102.9419184,105.480168,106.1772028,98.54767409,101.8195588,102.9419184,100.841151,94.78051281,,,,,
551,119.1116776,108.6251928,102.9365498,105.4778347,106.2345033,98.53698759,101.7977538,102.9365498,100.8388177,94.83781333,,,,,
552,119.1010555,108.6035258,102.9311895,105.4755148,106.2906474,98.52636548,101.7760868,102.9311895,100.8364978,94.89395743,,,,,
553,119.0905268,108.58203,102.9258685,105.4732411,106.3456703,98.51583676,101.754591,102.9258685,100.8342241,94.94898032,,,,,
554,119.0801115,108.5607293,102.9206085,105.4710367,106.3995989,98.5054215,101.7332903,102.9206085,100.8320197,95.00290889,,,,,
555,119.0698205,108.5396381,102.9154214,105.4689148,106.4524513,98.49513052,101.7121991,102.9154214,100.8298978,95.05576125,,,,,
556,119.0596643,108.5187698,102.9103181,105.4668875,106.5042471,98.48497427,101.6913308,102.9103181,100.8278705,95.10755707,,,,,
557,119.0496511,108.4981354,102.905308,105.4649648,106.5550035,98.47496112,101.6706964,102.905308,100.8259478,95.15831351,,,,,
558,119.0397847,108.4777414,102.9003953,105.4631523,106.6047324,98.4650947,101.6503024,102.9003953,100.8241353,95.2080424,,,,,
559,119.0300757,108.4576016,102.8955916,105.4614623,106.6534542,98.45538565,101.6301626,102.8955916,100.8224453,95.25676417,,,,,
560,119.0205334,108.4377286,102.8909078,105.4599059,106.7011883,98.44584343,101.6102896,102.8909078,100.8208889,95.3044983,,,,,
561,119.0111621,108.41813,102.886349,105.4584892,106.7479486,98.43647213,101.590691,102.886349,100.8194722,95.3512586,,,,,
562,119.0019719,108.3988192,102.8819269,105.4572242,106.7937563,98.42728186,101.5713802,102.8819269,100.8182072,95.39706635,,,,,
563,118.992971,108.3798077,102.8776514,105.4561216,106.8386306,98.41828097,101.5523687,102.8776514,100.8171046,95.44194063,,,,,
564,118.9841623,108.3611004,102.8735252,105.4551864,106.8825842,98.40947228,101.5336614,102.8735252,100.8161694,95.48589423,,,,,
565,118.9755522,108.3427056,102.8695552,105.454427,106.9256348,98.40086216,101.5152666,102.8695552,100.81541,95.52894484,,,,,
566,118.9671399,108.3246245,102.8657402,105.4538444,106.9677935,98.39244987,101.4971855,102.8657402,100.8148274,95.57110354,,,,,
567,118.9589237,108.3068571,102.8620786,105.4534382,107.0090719,98.38423366,101.4794181,102.8620786,100.8144212,95.61238192,,,,,
568,118.9508991,108.2894014,102.8585661,105.4532063,107.049479,98.37620908,101.4619624,102.8585661,100.8141893,95.65278904,,,,,
569,118.9430534,108.2722467,102.8551893,105.453138,107.0890153,98.36836338,101.4448077,102.8551893,100.814121,95.6923253,,,,,
570,118.9353739,108.2553827,102.8519346,105.4532227,107.1276819,98.36068386,101.4279437,102.8519346,100.8142057,95.73099193,,,,,
571,118.9278478,108.2388002,102.8487886,105.4534504,107.1654803,98.35315776,101.4113612,102.8487886,100.8144334,95.76879026,,,,,
572,118.920464,108.2224917,102.8457396,105.4538126,107.2024153,98.34577402,101.3950527,102.8457396,100.8147956,95.80572529,,,,,
573,118.9132146,108.206453,102.8427784,105.454303,107.2384966,98.33852464,101.379014,102.8427784,100.815286,95.84180664,,,,,
574,118.9060954,108.1906838,102.8399003,105.4549195,107.2737379,98.33140543,101.3632448,102.8399003,100.8159025,95.87704789,,,,,
575,118.8991056,108.1751875,102.8371042,105.4556633,107.3081577,98.32441564,101.3477485,102.8371042,100.8166463,95.91146774,,,,,
576,118.8922434,108.1599661,102.834388,105.4565346,107.3417734,98.31755342,101.3325271,102.834388,100.8175176,95.9450834,,,,,
577,118.8855011,108.1450155,102.8317433,105.4575275,107.3745957,98.31081109,101.3175765,102.8317433,100.8185105,95.97790569,,,,,
578,118.8788707,108.1303319,102.8291611,105.4586354,107.4066362,98.30418073,101.3028929,102.8291611,100.8196184,96.00994622,,,,,
579,118.8723439,108.11591,102.8266316,105.4598509,107.437905,98.29765386,101.288471,102.8266316,100.8208339,96.04121498,,,,,
580,118.8659089,108.1017414,102.8241405,105.4611627,107.4684079,98.29121889,101.2743024,102.8241405,100.8221457,96.07171786,,,,,
581,118.8595631,108.0878267,102.8216829,105.4625688,107.4981599,98.28487315,101.2603877,102.8216829,100.8235518,96.10146989,,,,,
582,118.8533066,108.0741692,102.8192566,105.4640699,107.527178,98.27861663,101.2467302,102.8192566,100.8250529,96.13048803,,,,,
583,118.8471329,108.0607655,102.8168526,105.4656609,107.5554727,98.27244293,101.2333265,102.8168526,100.8266439,96.15878269,,,,,
584,118.8410305,108.0476068,102.8144574,105.4673323,107.5830486,98.26634051,101.2201678,102.8144574,100.8283153,96.18635856,,,,,
585,118.8349817,108.0346777,102.8120509,105.469069,107.6099035,98.26029168,101.2072387,102.8120509,100.830052,96.21321347,,,,,
586,118.8289735,108.0219681,102.8096179,105.4708607,107.6360404,98.25428353,101.1945291,102.8096179,100.8318437,96.23935043,,,,,
587,118.8229849,108.0094599,102.8071349,105.4726882,107.6614552,98.24829494,101.1820209,102.8071349,100.8336712,96.26476517,,,,,
588,118.8169958,107.9971365,102.8045794,105.474534,107.6861456,98.24230583,101.1696975,102.8045794,100.835517,96.28945557,,,,,
589,118.8109927,107.9849886,102.8019361,105.4763872,107.7101175,98.23630268,101.1575496,102.8019361,100.8373702,96.31342752,,,,,
590,118.8049567,107.9730021,102.7991844,105.4782322,107.7333727,98.23026674,101.1455631,102.7991844,100.8392152,96.33668267,,,,,
591,118.7988698,107.9611639,102.7963041,105.4800539,107.7559139,98.22417983,101.1337249,102.7963041,100.8410369,96.35922386,,,,,
592,118.7927109,107.9494581,102.7932718,105.4818343,107.7777414,98.21802095,101.1220191,102.7932718,100.8428173,96.38105136,,,,,
593,118.7864514,107.9378607,102.7900569,105.4835481,107.798848,98.21176135,101.1104217,102.7900569,100.8445311,96.40215795,,,,,
594,118.7800658,107.926351,102.7866321,105.485173,107.8192302,98.20537585,101.098912,102.7866321,100.846156,96.42254023,,,,,
595,118.773538,107.9149172,102.7829798,105.4866952,107.8388938,98.19884799,101.0874782,102.7829798,100.8476782,96.44220375,,,,,
596,118.7668475,107.9035435,102.7790783,105.4880968,107.8578402,98.19215749,101.0761045,102.7790783,100.8490798,96.46115018,,,,,
597,118.759975,107.8922154,102.7749072,105.48936,107.8760712,98.18528504,101.0647764,102.7749072,100.850343,96.47938121,,,,,
598,118.7529034,107.880921,102.7704482,105.4904685,107.8935905,98.17821339,101.053482,102.7704482,100.8514515,96.49690048,,,,,
599,118.7456188,107.8696522,102.7656868,105.491409,107.9104054,98.17092885,101.0422132,102.7656868,100.852392,96.5137154,,,,,
600,118.738112,107.8584055,102.7606129,105.4921722,107.9265272,98.163422,101.0309665,102.7606129,100.8531552,96.52983722,,,,,
601,118.7303763,107.8471805,102.7552201,105.4927521,107.94197,98.15568627,101.0197415,102.7552201,100.8537351,96.54527996,,,,,
602,118.7224078,107.8359794,102.7495048,105.4931458,107.9567503,98.14771783,101.0085404,102.7495048,100.8541288,96.56006027,,,,,
603,118.7142046,107.8248055,102.7434653,105.4933523,107.9708864,98.13951465,100.9973665,102.7434653,100.8543353,96.5741964,,,,,
604,118.7057658,107.8136623,102.7371016,105.493371,107.9843971,98.13107583,100.9862233,102.7371016,100.854354,96.58770708,,,,,
605,118.6970847,107.8025467,102.7304072,105.4931951,107.997295,98.12239466,100.9751077,102.7304072,100.8541781,96.600605,,,,,
606,118.6881507,107.7914521,102.7233729,105.4928142,108.00959,98.11346066,100.9640131,102.7233729,100.8537972,96.61290004,,,,,
607,118.6789431,107.780361,102.7159783,105.4922075,108.0212825,98.10425309,100.952922,102.7159783,100.8531905,96.62459249,,,,,
608,118.6694337,107.7692482,102.7081955,105.4913464,108.0323651,98.09474373,100.9418092,102.7081955,100.8523294,96.6356751,,,,,
609,118.659598,107.758093,102.7000006,105.4902065,108.0428347,98.08490799,100.930654,102.7000006,100.8511895,96.64614468,,,,,
610,118.6494066,107.74687,102.691366,105.4887587,108.0526839,98.07471661,100.919431,102.691366,100.8497417,96.65599386,,,,,
611,118.6388371,107.7355601,102.6822719,105.4869809,108.0619113,98.0641471,100.9081211,102.6822719,100.8479639,96.66522134,,,,,
612,118.6278751,107.724152,102.6727062,105.4848594,108.0705233,98.05318513,100.896713,102.6727062,100.8458424,96.67383328,,,,,
613,118.6165029,107.7126312,102.6626533,105.4823769,108.0785229,98.04181291,100.8851922,102.6626533,100.8433599,96.68183288,,,,,
614,118.6047093,107.70099,102.6521047,105.479523,108.0859201,98.03001934,100.873551,102.6521047,100.840506,96.68923009,,,,,
615,118.5924852,107.6892227,102.6410535,105.4762892,108.0927263,98.01779524,100.8617837,102.6410535,100.8372722,96.69603633,,,,,
616,118.5798163,107.6773183,102.6294874,105.4726612,108.0989473,98.00512632,100.8498793,102.6294874,100.8336442,96.70225734,,,,,
617,118.5666942,107.6652716,102.6174005,105.468631,108.1045934,97.99200419,100.8378326,102.6174005,100.829614,96.70790342,,,,,
618,118.5531058,107.6530727,102.6047819,105.464186,108.1096699,97.97841584,100.8256337,102.6047819,100.825169,96.71297989,,,,,
619,118.5390368,107.64071,102.5916196,105.4593119,108.114181,97.96434676,100.813271,102.5916196,100.8202949,96.71749098,,,,,
