ImageName,AvgValue,MaxValue
Photo_20250608_112822.jpg,0.727466116035455,1
Photo_20250608_113033.jpg,0.729350913242009,1
Photo_20250608_113242.jpg,0.717725463336019,1
Photo_20250608_113440.jpg,0.719270910556003,1
Photo_20250608_113819.jpg,0.720146333601934,1
Photo_20250608_114029.jpg,0.712017915659414,1
Photo_20250608_114240.jpg,0.694881627719581,1
Photo_20250608_114450.jpg,0.694132728982004,1
Photo_20250608_114701.jpg,0.707005909213,1
Photo_20250608_120427.jpg,0.721805774912705,1
Photo_20250608_120642.jpg,0.726061133494494,1
Photo_20250608_120850.jpg,0.712130795057749,1
Photo_20250608_121100.jpg,0.718311778135912,1
Photo_20250608_121730.jpg,0.711224482943862,1
Photo_20250608_121940.jpg,0.708106244963739,1
Photo_20250608_122330.jpg,0.746561160354552,1
Photo_20250608_122539.jpg,0.704678337362342,1
Photo_20250608_122749.jpg,0.713045957561106,1
Photo_20250608_123239.jpg,0.692904767660488,1
